"word","source","corpusfreq","corpusrank","english"
"shaibhris","cm",1,15896,0
"crochta","mm",1,15897,0
"téad","mm",1,15898,0
"bímse","cm",1,15899,0
"camchuairt","mm",1,15900,0
"fíorbheag","cm",1,15901,0
"chomhaireamh","cm",1,15902,0
"éirítear","cm",1,15903,0
"pasáistí","cm",1,15904,0
"huiséirí","cm",1,15905,0
"airneáin","cm",1,15906,0
"dlúthchara","cm",1,15907,0
"stórfocal","cm",1,15908,0
"státeagras","cm",1,15909,0
"máil","cm",1,15910,0
"leithéide","cm",1,15911,0
"chúla","cm",1,15912,0
"íontas","cm",1,15913,0
"gclaonadh","cm",1,15914,0
"straois","mm",1,15915,0
"téimh","cm",1,15916,0
"vacsaínithe","cm",1,15917,0
"spré","mm",1,15918,0
"kraków","cm",1,15919,0
"málaí","cm",1,15920,0
"theicneolaíocht","cm",1,15921,0
"aimniú","cm",1,15922,0
"chomhairtear","cm",1,15923,0
"lánroghnach","cm",1,15924,0
"n-íospartaigh","cm",1,15925,0
"coimpléascach","cm",1,15926,0
"mbéim","cm",1,15927,0
"bhfuíolluisce","cm",1,15928,0
"foréigneacha","cm",1,15929,0
"seasaimíd","cm",1,15930,0
"taoism","cm",1,15931,0
"ciotóg","mm",1,15932,0
"mion-bhuiséad","cm",1,15933,0
"latté-levy","cm",1,15934,0
"vótáíl","cm",1,15935,0
"théimh","cm",1,15936,0
"mhón","cm",1,15937,0
"dialann","mm",1,15938,0
"ticéidí","cm",1,15939,0
"tipperaryárd","cm",1,15940,0
"tsiopadóireacht","cm",1,15941,0
"fhéadtar","cm",1,15942,0
"bhféadtar","cm",1,15943,0
"gcabhrófar","cm",1,15944,0
"mhóin","cm",1,15945,0
"fíor-bhrú","cm",1,15946,0
"róthábhachtach","cm",1,15947,0
"díbrítear","cm",1,15948,0
"cadhan","mm",1,15949,0
"liamhán","cm",1,15950,0
"meaitseála","cm",1,15951,0
"séasúraí","cm",1,15952,0
"gcúitítear","cm",1,15953,0
"bhristear","cm",1,15954,0
"cearáin","cm",1,15955,0
"hidirghabháil","cm",1,15956,0
"fo-réigiúnacha","cm",1,15957,0
"noiieán","cm",1,15958,0
"chomhfheidhmithe","cm",1,15959,0
"fheidhmchlár","cm",1,15960,0
"seanbóthar","cm",1,15961,0
"adès-mével","cm",1,15962,0
"dtuairisciú","cm",1,15963,0
"choimhlinte","cm",1,15964,0
"mhaslú","cm",1,15965,0
"an-mhífhéaráilte","cm",1,15966,0
"fhíor-chomhbhrón","cm",1,15967,0
"ríochta","cm",1,15968,0
"phrintíseachtaí","cm",1,15969,0
"plúchta","cm",1,15970,0
"hidirghníomhaíocht","cm",1,15971,0
"déluge","cm",1,15972,0
"gclú","cm",1,15973,0
"tsáirsint","cm",1,15974,0
"bhfoinsí","cm",1,15975,0
"cluais","mm",1,15976,0
"dúinte","cm",1,15977,0
"dtiocfaí","cm",1,15978,0
"gcp","cm",1,15979,0
"dlúth-ról","cm",1,15980,0
"fíorcheannaireacht","cm",1,15981,0
"gasra","mm",1,15982,0
"d’údaráis","cm",1,15983,0
"iontaí","cm",1,15984,0
"roghnúcháin-toghcháin","cm",1,15985,0
"sainchomhairleachta","cm",1,15986,0
"féinsholáthair","cm",1,15987,0
"saincomhairleoireachta","cm",1,15988,0
"ríona","cm",1,15989,0
"cristíona","cm",1,15990,0
"aoifeas","cm",1,15991,0
"léaisling","cm",1,15992,0
"bhfiach","cm",1,15993,0
"díograise","cm",1,15994,0
"dtógfaimis","cm",1,15995,0
"bhanda","cm",1,15996,0
"gcultacha","cm",1,15997,0
"réamheolas","cm",1,15998,0
"gcuirfidís","cm",1,15999,0
"glórmhaire","cm",1,16000,0
"bunábhar","mm",1,16001,0
"trionóide","cm",1,16002,0
"neamhchúiseach","cm",1,16003,0
"nualiobrálachais","cm",1,16004,0
"char","mm",1,16005,1
"coimisiúntoghcháinin","cm",1,16006,0
"mháistir","gdoc",1,16007,0
"insín","cm",1,16008,0
"thicéid","cm",1,16009,0
"ciniciúla","cm",1,16010,0
"ceoinín","cm",1,16011,0
"marinetánaiste","cm",1,16012,0
"bordpleanála","cm",1,16013,0
"pleanálaby","cm",1,16014,0
"d’éinne","cm",1,16015,0
"foraí","cm",1,16016,0
"cúr","mm",1,16017,0
"chomhlairleoirí","cm",1,16018,0
"electricité","cm",1,16019,0
"ceannródaioch","cm",1,16020,0
"gnáthchíos","cm",1,16021,0
"coisc","mm",1,16022,0
"adhmhaidin","cm",1,16023,0
"míchlú","cm",1,16024,0
"bhásanna","cm",1,16025,0
"bhunaímid","cm",1,16026,0
"cartúin","cm",1,16027,0
"gcumasc","cm",1,16028,0
"droch-smaoineamh","cm",1,16029,0
"hathbhunú","cm",1,16030,0
"cluainín","cm",1,16031,0
"dhifríocht","cm",1,16032,0
"mbundoiciméad","cm",1,16033,0
"bundoiciméid","cm",1,16034,0
"digitiú","cm",1,16035,0
"seanbhaile","cm",1,16036,0
"seanchlaí","cm",1,16037,0
"léarscáileanna","cm",1,16038,0
"n-éireofar","cm",1,16039,0
"bhunaím","cm",1,16040,0
"thabharfaimis","cm",1,16041,0
"bpóca","cm",1,16042,0
"aigéad","mm",1,16043,0
"creidmheasanna","cm",1,16044,0
"václav","cm",1,16045,0
"ísealioncam","cm",1,16046,0
"phríomh-mholadh","cm",1,16047,0
"thaipéis","cm",1,16048,0
"bunaíonn","cm",1,16049,0
"lúthchleasaithe","cm",1,16050,0
"paraiméadair","cm",1,16051,0
"coiteann","mm",1,16052,0
"bhfolláine","cm",1,16053,0
"d’earnálacha","cm",1,16054,0
"láidrithe","cm",1,16055,0
"dinimiciúla","cm",1,16056,0
"duibhne","cm",1,16057,0
"gearrchúrsaí","cm",1,16058,0
"bhrúnna","cm",1,16059,0
"athdheisiú","cm",1,16060,0
"féileacán","mm",1,16061,0
"aistríodh","cm",1,16062,0
"bhfhéidearthacht","cm",1,16063,0
"dáileachán","cm",1,16064,0
"húdair","cm",1,16065,0
"dhíchobhsú","cm",1,16066,0
"fhíorluachmhar","cm",1,16067,0
"idirghníomhaíonn","cm",1,16068,0
"tsaoráid","cm",1,16069,0
"dianghá","cm",1,16070,0
"bhloic","cm",1,16071,0
"choincréite","cm",1,16072,0
"dtarlófaí","cm",1,16073,0
"dhuibhe","cm",1,16074,0
"béile","mm",1,16075,0
"dícheangailte","cm",1,16076,0
"h-abhainn","cm",1,16077,0
"seóirse","cm",1,16078,0
"gcór","cm",1,16079,0
"dianghlasála","cm",1,16080,0
"gcré","cm",1,16081,0
"phléasctha","cm",1,16082,0
"n-aingeal","cm",1,16083,0
"n-éistimid","cm",1,16084,0
"chaoineadh","cm",1,16085,0
"cabhrófar","cm",1,16086,0
"chuimhneoimid","cm",1,16087,0
"hól","cm",1,16088,0
"seanmáthair","cm",1,16089,0
"athchuimhneamh","cm",1,16090,0
"gceartódh","cm",1,16091,0
"sílimse","cm",1,16092,0
"labhairt—rud","cm",1,16093,0
"shásódh","cm",1,16094,0
"íorónta","mm",1,16095,0
"chumhachtú","cm",1,16096,0
"ndaonáireamh","cm",1,16097,0
"bhfrith-ghaelachas","cm",1,16098,0
"mhór-phoblachtánaigh","cm",1,16099,0
"hathghabháil","cm",1,16100,0
"castáil","cm",1,16101,0
"cheadódh","cm",1,16102,0
"d’ionadaíocht","cm",1,16103,0
"gearrtréimhseach","cm",1,16104,0
"coimhdeachta","cm",1,16105,0
"urramaímid","cm",1,16106,0
"géarghanntanas","cm",1,16107,0
"láirgeach","cm",1,16108,0
"n-úsáidfimid","cm",1,16109,0
"b’fhéadfaí","cm",1,16110,0
"astú","cm",1,16111,0
"dtaobhódh","cm",1,16112,0
"droch-thograí","cm",1,16113,0
"stráice","mm",1,16114,0
"táire","cm",1,16115,0
"tsaineolaí","cm",1,16116,0
"bhfanfaimis","cm",1,16117,0
"móruaisle","cm",1,16118,0
"dhearfaidís","cm",1,16119,0
"shamhna","cm",1,16120,0
"dhlúthleanúnach","cm",1,16121,0
"n-ainmniúcháin","cm",1,16122,0
"ghnáthshaolré","cm",1,16123,0
"shábhálfadh","cm",1,16124,0
"gceanglófaí","cm",1,16125,0
"cuimsithí","cm",1,16126,0
"choibhnis","cm",1,16127,0
"seanfhoirgnimh","cm",1,16128,0
"athmhaisiú","cm",1,16129,0
"caillí","cm",1,16130,0
"cúailnge","cm",1,16131,0
"seosaimh","cm",1,16132,0
"íoc-mar-a-úsáidtear","cm",1,16133,0
"búchaill","cm",1,16134,0
"cinniúintí","cm",1,16135,0
"dícheanglaíodh","cm",1,16136,0
"shaorstát","cm",1,16137,0
"an-dúil","cm",1,16138,0
"thecy-présscheme","cm",1,16139,0
"blocáil","cm",1,16140,0
"aisíocaíochta","cm",1,16141,0
"maingainéis","cm",1,16142,0
"múchta","cm",1,16143,0
"muinebheag","cm",1,16144,0
"hhinstitiúidí","cm",1,16145,0
"idirghabhálaithe","cm",1,16146,0
"céannt","cm",1,16147,0
"bhréaga","cm",1,16148,0
"gariníonacha","cm",1,16149,0
"scagthástáil","cm",1,16150,0
"bhéilí","cm",1,16151,0
"mbéilí","cm",1,16152,0
"mhairead","cm",1,16153,0
"tátal","mm",1,16154,0
"seán’s","cm",1,16155,0
"vis-á-visirish","cm",1,16156,0
"scáil","mm",1,16157,0
"clabhsúr","mm",1,16158,0
"háise","cm",1,16159,0
"clochmhíle","cm",1,16160,0
"n-ábhair","cm",1,16161,0
"macasamhlacha","cm",1,16162,0
"frithpháirteach","cm",1,16163,0
"comhlua","cm",1,16164,0
"tíé","cm",1,16165,0
"éarnáil","cm",1,16166,0
"tairscintí","cm",1,16167,0
"shaincomhairleoireacht","cm",1,16168,0
"shainchomhairleoireacht","cm",1,16169,0
"mheasúnaithe","cm",1,16170,0
"híomhánna","cm",1,16171,0
"mhaighneann","cm",1,16172,0
"thámhnéal","cm",1,16173,0
"snáthaid","mm",1,16174,0
"fliuch","mm",1,16175,0
"réigiúnaigh","cm",1,16176,0
"éigní","cm",1,16177,0
"peataí","cm",1,16178,0
"fíorbhrón","cm",1,16179,0
"départon","cm",1,16180,0
"rcé-licensed","cm",1,16181,0
"béarlú","cm",1,16182,0
"chríóchnú","cm",1,16183,0
"soláithrithe","cm",1,16184,0
"scrúdódh","cm",1,16185,0
"mhionsonraí","cm",1,16186,0
"chlúdú","cm",1,16187,0
"meánagus","cm",1,16188,0
"féadfaimid","cm",1,16189,0
"gcoimisinéirí","cm",1,16190,0
"sothuigthe","mm",1,16191,0
"meánshall","cm",1,16192,0
"comhionnanais","cm",1,16193,0
"dílsithe","cm",1,16194,0
"chathmhaoil","cm",1,16195,0
"turasabhaile","cm",1,16196,0
"diagnóis","cm",1,16197,0
"chlárlann","cm",1,16198,0
"diamhair","mm",1,16199,0
"míchruinneas","cm",1,16200,0
"gael-choláiste","cm",1,16201,0
"cíorthuathail","cm",1,16202,0
"sárthuiscint","cm",1,16203,0
"bhobby","cm",1,16204,0
"gnásanna","cm",1,16205,0
"mheánaigh","cm",1,16206,0
"eilimintí","cm",1,16207,0
"mhálaí","cm",1,16208,0
"phacáil","cm",1,16209,0
"iarmhairtí","cm",1,16210,0
"agatsa","gdoc",1,16211,0
"foréigiúnach","cm",1,16212,0
"gcléire","cm",1,16213,0
"shéasúrach","cm",1,16214,0
"saighdiúra","cm",1,16215,0
"choimeádaí","cm",1,16216,0
"éireannaí","cm",1,16217,0
"fíorbhrónach","cm",1,16218,0
"síochánaíochta","cm",1,16219,0
"gnáth-thionóntaí","cm",1,16220,0
"abha","cm",1,16221,0
"ciontaíodh","cm",1,16222,0
"dúisigh","mm",1,16223,0
"hiarscoláirí","cm",1,16224,0
"pheataí","cm",1,16225,0
"hamháín","cm",1,16226,0
"mhórbhuíochas","cm",1,16227,0
"bhfonn","cm",1,16228,0
"bhiain","cm",1,16229,0
"deimhneoidh","cm",1,16230,0
"daonláthach","cm",1,16231,0
"státacht","cm",1,16232,0
"b’áil","cm",1,16233,0
"m’ainmniú","cm",1,16234,0
"freasúrsa","cm",1,16235,0
"drumharlow","cm",1,16236,0
"chreidiúnacht","cm",1,16237,0
"dháithí","cm",1,16238,0
"staít","cm",1,16239,0
"gháis","cm",1,16240,0
"chiumhais","cm",1,16241,0
"dréacht-tuarascáil","cm",1,16242,0
"ionadach","mm",1,16243,0
"bairéad","mm",1,16244,0
"t-athstruchtúrú","cm",1,16245,0
"róta","cm",1,16246,0
"gceiste","cm",1,16247,0
"roghnúchán","cm",1,16248,0
"íoschaighdeán","cm",1,16249,0
"d’iarrthóirí","cm",1,16250,0
"bhfoilseachán","cm",1,16251,0
"gcaillimid","cm",1,16252,0
"thionscnaíonn","cm",1,16253,0
"sainspéise","cm",1,16254,0
"bhearnaí","cm",1,16255,0
"mhaoineofar","cm",1,16256,0
"cheadófaí","cm",1,16257,0
"líostaí","cm",1,16258,0
"róisínshould","cm",1,16259,0
"niamhonce","cm",1,16260,0
"niamhwill","cm",1,16261,0
"beangardaí","cm",1,16262,0
"sidheáin","cm",1,16263,0
"niamh’s","cm",1,16264,0
"bhreathnach’s","cm",1,16265,0
"ultáin","cm",1,16266,0
"tosnóimid","cm",1,16267,0
"móinín","cm",1,16268,0
"gciseach","cm",1,16269,0
"iar-dhaltaí","cm",1,16270,0
"d’ionsaí","cm",1,16271,0
"strainséirí","cm",1,16272,0
"górta","cm",1,16273,0
"fháilteach","cm",1,16274,0
"trínár","cm",1,16275,0
"ngníomhartha","cm",1,16276,0
"ceannaitheoir","mm",1,16277,0
"céaduaire","cm",1,16278,0
"fíorchabhair","cm",1,16279,0
"meántéarmacha","cm",1,16280,0
"sparán","mm",1,16281,0
"scaoiltear","cm",1,16282,0
"ghnáthleictreachas","cm",1,16283,0
"astaíochtaí","cm",1,16284,0
"fótavoltacha","cm",1,16285,0
"eischósta","cm",1,16286,0
"bitheacnamaíochta","cm",1,16287,0
"dícharbónú","cm",1,16288,0
"cuaillí","cm",1,16289,0
"grianghrafadóireachta","cm",1,16290,0
"fháilteachais","cm",1,16291,0
"príomhearnálacha","cm",1,16292,0
"miondíol","mm",1,16293,0
"soláthraítear","cm",1,16294,0
"thírdhreacha","cm",1,16295,0
"eachtraíochta","cm",1,16296,0
"oibreoirí","cm",1,16297,0
"tírdhreacha","cm",1,16298,0
"lógó","cm",1,16299,0
"n-athródh","cm",1,16300,0
"hathsholáthar","cm",1,16301,0
"b’é","cm",1,16302,0
"haisteoirí","cm",1,16303,0
"chairpéad","cm",1,16304,0
"bhfillfí","cm",1,16305,0
"chuóta","cm",1,16306,0
"dtapóidh","cm",1,16307,0
"n-iarrthóirí","cm",1,16308,0
"gcúiteamh","cm",1,16309,0
"marthanóir","cm",1,16310,0
"héireann’s","cm",1,16311,0
"phríomhróil","cm",1,16312,0
"nua-aoise","cm",1,16313,0
"éistimid","cm",1,16314,0
"hervé","cm",1,16315,0
"bléjea","cm",1,16316,0
"tabhainn","cm",1,16317,0
"bprótacal","cm",1,16318,0
"ndéileálfaidh","cm",1,16319,0
"míosúla","cm",1,16320,0
"ghás","cm",1,16321,0
"tuama","mm",1,16322,0
"fíorbhuíóch","cm",1,16323,0
"tabachtaí","cm",1,16324,0
"séasúir","cm",1,16325,0
"bonnlíona","cm",1,16326,0
"gnáthóga","cm",1,16327,0
"tsaibhris","cm",1,16328,0
"réamhghníomhaíoch","cm",1,16329,0
"tsuláin","cm",1,16330,0
"chibirionsaí","cm",1,16331,0
"phlódú","cm",1,16332,0
"iar-sheandóir","cm",1,16333,0
"dhíshealbhuithe","cm",1,16334,0
"sobriété","cm",1,16335,0
"énergétiquecampaign","cm",1,16336,0
"chuimín","cm",1,16337,0
"baoithin","cm",1,16338,0
"mion-obráidí","cm",1,16339,0
"troscadh","mm",1,16340,0
"cógais","cm",1,16341,0
"domhaill","cm",1,16342,0
"dúrlas","cm",1,16343,0
"místuama","mm",1,16344,0
"cadránta","cm",1,16345,0
"ndílseacht","cm",1,16346,0
"gcliant-ghnólachtaí","cm",1,16347,0
"bun-mhais","cm",1,16348,0
"comhfhiontar","cm",1,16349,0
"d’ealaíontóirí","cm",1,16350,0
"n-earcófar","cm",1,16351,0
"mór-sprioc","cm",1,16352,0
"gcomhpháirtithe","cm",1,16353,0
"neamh-dírithe","cm",1,16354,0
"amharclanna","cm",1,16355,0
"d’ealaín","cm",1,16356,0
"complacht","mm",1,16357,0
"aisteoireacht","mm",1,16358,0
"hamharclainne","cm",1,16359,0
"bhunleibhéil","cm",1,16360,0
"ollmhargadh","mm",1,16361,0
"mbhfuilim","cm",1,16362,0
"scórtha","cm",1,16363,0
"ghlaschú","cm",1,16364,0
"bhán","gdoc",1,16365,0
"chraiceáilte","cm",1,16366,0
"gealaí","gdoc",1,16367,0
"thaobhanna","cm",1,16368,0
"mata","mm",1,16369,0
"tuaisceartach","mm",1,16370,0
"leaid","mm",1,16371,0
"inacmhainneachta","cm",1,16372,0
"dtáscairí","cm",1,16373,0
"gcinnteoireachta","cm",1,16374,0
"admhaítear","cm",1,16375,0
"róbhuartha","cm",1,16376,0
"sáchmhinic","cm",1,16377,0
"sáchmhaith","cm",1,16378,0
"thabharfaimid","cm",1,16379,0
"orgánaigh","cm",1,16380,0
"mairfidís","cm",1,16381,0
"bochtaineacht","mm",1,16382,0
"bunfhírinní","cm",1,16383,0
"bhfoghlaimeoidh","cm",1,16384,0
"príomhthascanna","cm",1,16385,0
"tarraingtí","cm",1,16386,0
"n-astaíochtaí","cm",1,16387,0
"shuiteáil","cm",1,16388,0
"dtaistealaímid","cm",1,16389,0
"breathnaítear","cm",1,16390,0
"athléimní","cm",1,16391,0
"éiceachóras","cm",1,16392,0
"híogair","cm",1,16393,0
"nuachóiriú","cm",1,16394,0
"dtógail","cm",1,16395,0
"aonar","mm",1,16396,0
"samhlaíoch","mm",1,16397,0
"dreasachtaí","cm",1,16398,0
"an-neirbhíseach","cm",1,16399,0
"caifí","cm",1,16400,0
"déantóirí","cm",1,16401,0
"breac-ghaeltachtaí","cm",1,16402,0
"gcomhráití","cm",1,16403,0
"dealgán","cm",1,16404,0
"nua-eabhrac","cm",1,16405,0
"lán-bhreatnais","cm",1,16406,0
"béasa","cm",1,16407,0
"dhúiseacht","cm",1,16408,0
"normálta","cm",1,16409,0
"feighlí","cm",1,16410,0
"lán-chead","cm",1,16411,0
"bruiséile","cm",1,16412,0
"mór-theangacha","cm",1,16413,0
"gníomhaiochtaí","cm",1,16414,0
"comhoibiú","cm",1,16415,0
"sláintecare-agreed","cm",1,16416,0
"niamhinto","cm",1,16417,0
"neamspleách","cm",1,16418,0
"phátrún","cm",1,16419,0
"mháthairscoil","cm",1,16420,0
"máthairscoile","cm",1,16421,0
"rollacháin","cm",1,16422,0
"hiar-bhunscoileanna","cm",1,16423,0
"phatrúin","cm",1,16424,0
"gcoimeádfaimid","cm",1,16425,0
"lán-gaeilge","cm",1,16426,0
"dhéarfadh","cm",1,16427,0
"shíneoidh","cm",1,16428,0
"táirgeacht","cm",1,16429,0
"naoíra","cm",1,16430,0
"an-uaillmhianach","cm",1,16431,0
"príomhréimse","cm",1,16432,0
"méideanna","cm",1,16433,0
"fhachtóirí","cm",1,16434,0
"uainiú","cm",1,16435,0
"athshamhlaithe","cm",1,16436,0
"ilchreidmheach","cm",1,16437,0
"ilchreidmheacha","cm",1,16438,0
"réamhthionóil","cm",1,16439,0
"dtiocfaidís","cm",1,16440,0
"paísnewspaper","cm",1,16441,0
"n-árasáin","cm",1,16442,0
"n-ardaíonn","cm",1,16443,0
"banbhs","cm",1,16444,0
"protegé","cm",1,16445,0
"dtaiscí","cm",1,16446,0
"ndánlann","cm",1,16447,0
"chomhaireann","cm",1,16448,0
"dianstaidéar","cm",1,16449,0
"béaloideasa","cm",1,16450,0
"luathú","cm",1,16451,0
"dúirt-bean-liom-go-ndúirt-bean-léi","cm",1,16452,0
"dianscrúdú","cm",1,16453,0
"iarsmaí","cm",1,16454,0
"príomhfháthanna","cm",1,16455,0
"graifítí","cm",1,16456,0
"iosóid","cm",1,16457,0
"ró-ghar","cm",1,16458,0
"seaniarsmaí","cm",1,16459,0
"póirseáil","cm",1,16460,0
"seanleabhar","cm",1,16461,0
"bhreatnach","cm",1,16462,0
"gaimbín","mm",1,16463,0
"róphlódaithe","cm",1,16464,0
"gcúinsí","cm",1,16465,0
"éireannapproves","cm",1,16466,0
"éireannon","cm",1,16467,0
"drochinfreastruchtúr","cm",1,16468,0
"bhreathnóidh","cm",1,16469,0
"mbrabús","cm",1,16470,0
"cairéil","cm",1,16471,0
"baolaí","cm",1,16472,0
"réamh-phleanála","cm",1,16473,0
"m’fhéidir","cm",1,16474,0
"theolaí","cm",1,16475,0
"dhoiléire","cm",1,16476,0
"conmhairle","cm",1,16477,0
"mhairteoil","cm",1,16478,0
"diospóireacht","cm",1,16479,0
"rúnaíochta","cm",1,16480,0
"gcruthaitheoirí","cm",1,16481,0
"cruthaitheoirí","cm",1,16482,0
"cluaséisteacht","cm",1,16483,0
"eisiach","mm",1,16484,0
"hógáin","cm",1,16485,0
"minimisnó","cm",1,16486,0
"bhogaimid","cm",1,16487,0
"fheachtasaíocht","cm",1,16488,0
"mhíthuiscintí","cm",1,16489,0
"dea-chumarsáid","cm",1,16490,0
"fhorásach","cm",1,16491,0
"eachtrach","mm",1,16492,0
"saorthrádáil","cm",1,16493,0
"éagsúlú","cm",1,16494,0
"n-easpórtálaithe","cm",1,16495,0
"eadrána","cm",1,16496,0
"teicstílí","cm",1,16497,0
"tháirgeoirí","cm",1,16498,0
"bheirn","cm",1,16499,0
"róimhe","cm",1,16500,0
"taibheoirí","cm",1,16501,0
"comhréireachta","cm",1,16502,0
"hiniúchtaí","cm",1,16503,0
"tradmhairc","cm",1,16504,0
"teicstíle","cm",1,16505,0
"intí","cm",1,16506,0
"cóipchirt","cm",1,16507,0
"comhpháirtithe","cm",1,16508,0
"taispeántais","cm",1,16509,0
"mífhoighneacht","cm",1,16510,0
"sainráite","cm",1,16511,0
"bhacainní","cm",1,16512,0
"díocas","mm",1,16513,0
"ollphictiúr","cm",1,16514,0
"ceannasach","mm",1,16515,0
"ndíolúine","cm",1,16516,0
"mícothromaíocht","cm",1,16517,0
"leathlá","cm",1,16518,0
"tsainiúlacht","cm",1,16519,0
"fhéadfaidh","cm",1,16520,0
"seodra","mm",1,16521,0
"príomhdhainséir","cm",1,16522,0
"bhriotáin","cm",1,16523,0
"príomhtheangacha","cm",1,16524,0
"gcultúir","cm",1,16525,0
"bídeacha","cm",1,16526,0
"cúthail","mm",1,16527,0
"gcléireachas","cm",1,16528,0
"shábháiltear","cm",1,16529,0
"scipéad","cm",1,16530,0
"mhórphlean","cm",1,16531,0
"aischothú","cm",1,16532,0
"dréacht-thuairisc","cm",1,16533,0
"chláraíonn","cm",1,16534,0
"athchlárú","cm",1,16535,0
"iúd","mm",1,16536,0
"ionsaigh","mm",1,16537,0
"héieann","cm",1,16538,0
"coilíneacht","mm",1,16539,0
"treibheanna","cm",1,16540,0
"léachtóireachta","cm",1,16541,0
"thosaímid","cm",1,16542,0
"seasaimh","cm",1,16543,0
"ruathar","mm",1,16544,0
"fíorthromchúiseach","cm",1,16545,0
"mhillteacha","cm",1,16546,0
"mórdhíola","cm",1,16547,0
"doiléire","cm",1,16548,0
"fórum","cm",1,16549,0
"uncail","mm",1,16550,0
"mcgréil","cm",1,16551,0
"sheanóirí","cm",1,16552,0
"soineanta","mm",1,16553,0
"tseanbhealach","cm",1,16554,0
"farmhealth","cm",1,16555,0
"fhaoisimh","cm",1,16556,0
"gháire","gdoc",1,16557,0
"fáilteach","mm",1,16558,0
"cliamhaineacha","cm",1,16559,0
"uaisleacht","mm",1,16560,0
"gcasfá","cm",1,16561,0
"calma","mm",1,16562,0
"thráma","cm",1,16563,0
"ardmheasúnóir","cm",1,16564,0
"bhfeicfeadh","cm",1,16565,0
"chiontú","cm",1,16566,0
"t-ardmheasúnóir","cm",1,16567,0
"fadálaí","cm",1,16568,0
"mionchás","cm",1,16569,0
"iniúchta","cm",1,16570,0
"fágaim","cm",1,16571,0
"ardmheasúnóra","cm",1,16572,0
"finemharaithe","cm",1,16573,0
"gcuimseofaí","cm",1,16574,0
"dianoiliúint","cm",1,16575,0
"modúil","cm",1,16576,0
"ramhar","mm",1,16577,0
"rabhartaí","cm",1,16578,0
"poblachtánaithe","cm",1,16579,0
"aontachtóirí","cm",1,16580,0
"jakobsdóttir","cm",1,16581,0
"teamhrach","cm",1,16582,0
"mhórphobal","cm",1,16583,0
"gailéaraí","cm",1,16584,0
"árran","cm",1,16585,0
"tóchar","mm",1,16586,0
"maoiliosa","cm",1,16587,0
"gasúrs","cm",1,16588,0
"shléibhe-mount","cm",1,16589,0
"goin","mm",1,16590,0
"atheagrú","cm",1,16591,0
"printíseacht","mm",1,16592,0
"bhunáin","cm",1,16593,0
"míthreorach","cm",1,16594,0
"gmíomhach","cm",1,16595,0
"bríd’s","cm",1,16596,0
"bháin","cm",1,16597,0
"daonnúil","cm",1,16598,0
"glórmhar","mm",1,16599,0
"príobháideachas","cm",1,16600,0
"d’fhéadfaidís","cm",1,16601,0
"d’oibriú","cm",1,16602,0
"bhfeidhmeannach","cm",1,16603,0
"príomh-thosaíocht","cm",1,16604,0
"critéar","cm",1,16605,0
"n-osclófaí","cm",1,16606,0
"dearbhuithe","cm",1,16607,0
"phríomhúla","cm",1,16608,0
"teiripe","mm",1,16609,0
"mór-theipeanna","cm",1,16610,0
"chorparáidigh","cm",1,16611,0
"gnáthfhoireann","cm",1,16612,0
"ex-rté","cm",1,16613,0
"coimisíún","cm",1,16614,0
"smut","mm",1,16615,1
"iomhar","cm",1,16616,0
"rté-style","cm",1,16617,0
"tráchtanna","cm",1,16618,0
"mhrb","cm",1,16619,0
"neamhspleáchum","cm",1,16620,0
"éireannalso","cm",1,16621,0
"éireannhas","cm",1,16622,0
"profáil","cm",1,16623,0
"seiceáil","mm",1,16624,0
"barrfheabhas","cm",1,16625,0
"lán-fhostaíocht","cm",1,16626,0
"phleanálaithe","cm",1,16627,0
"ndéileáilfeadh","cm",1,16628,0
"maslú","cm",1,16629,0
"an-díobháil","cm",1,16630,0
"iontaofa","mm",1,16631,0
"bhfostaítear","cm",1,16632,0
"dhíreoidh","cm",1,16633,0
"ásc","cm",1,16634,0
"comhardaithe","cm",1,16635,0
"lánscor","cm",1,16636,0
"gcuntasóir","cm",1,16637,0
"seanchoistí","cm",1,16638,0
"mheallfadh","cm",1,16639,0
"cearnógach","mm",1,16640,0
"athfheidhmiú","cm",1,16641,0
"bhuna","cm",1,16642,0
"t-eastát","cm",1,16643,0
"heirí","cm",1,16644,0
"iarsealbhóra","cm",1,16645,0
"ghaolmhara","cm",1,16646,0
"phríomhráta","cm",1,16647,0
"bhliantúla","cm",1,16648,0
"hoireabhaird","cm",1,16649,0
"ard-seirbhís","cm",1,16650,0
"mheántéarma","cm",1,16651,0
"ndréachtú","cm",1,16652,0
"bárcena","cm",1,16653,0
"sióga","cm",1,16654,0
"ard-mhusaem","cm",1,16655,0
"áir","cm",1,16656,0
"aighneas","mm",1,16657,0
"tionsclaíoch","mm",1,16658,0
"comhaireann","cm",1,16659,0
"fheistiú","cm",1,16660,0
"uainchláir","cm",1,16661,0
"tosaimíd","cm",1,16662,0
"huimhir","cm",1,16663,0
"amhloibh","cm",1,16664,0
"canóige","cm",1,16665,0
"stiúrfadh","cm",1,16666,0
"ráthaíochtaí","cm",1,16667,0
"hinfreastruchtúir","cm",1,16668,0
"n-ábhar","cm",1,16669,0
"mheánmhuir","cm",1,16670,0
"gníomhach’s","cm",1,16671,0
"ceoltóiri","cm",1,16672,0
"bhunsraith","cm",1,16673,0
"bpreasocáid","cm",1,16674,0
"sochtheangeolaíoch","cm",1,16675,0
